fl_iter,main_task_acc,allNDBS,adv_norm_diff_bs,adv_norm_diff
1,30.210526315789473,0.802075:0.870156:0.846164:0.794158:0.798064:0.79223:0.858408:0.826972:0.856312:0.856755,0,0
